text,word_count,summary,classification,Framework,framework_Name,doc_name,doc_link,fileTitle
"https://www.reportmi.crowncommercial.gov.ukMI Reports must be completed in pounds sterling unless CCS has given prior written consent to the use of another currency.CCS may reasonably require that MI Reports be submitted by an alternative means such as email.Where requested by CCS, the Supplier shall provide Management Information to a Buyer as specified by CCS.The Supplier shall:3.5.1 promptly after the Framework Start Date provide an e-mail and/or postal address to which CCS will send invoices for the Management Charge and monthly statements relating to the invoicing of the Management Charge;3.5.2 promptly after the Framework Start Date provide at least one contact name and contact details for the purposes of queries relating to either Management Information or invoicing;",114,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"and3.5.3 immediately notify CCS of any changes to the details previously provided to CCS under this Paragraph 3.5.How CCS can use the Management InformationThe Supplier grants CCS a non-exclusive, transferable, perpetual, irrevocable, royalty free licence to:use and to share with any Buyer, Other Contracting Authority and Relevant Person;",48,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"and/orpublish (subject to any information that is exempt from disclosure in accordance with the provisions of FOIA, being redacted),any Management Information supplied to CCS for CCS’ normal operational activities including administering this Contract and/or all Call-Off Contracts, monitoring public sector expenditure, identifying savings or potential savings and planning future procurement activity.CCS may consult with the Supplier to inform its decision to publish information.",63,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"However, CCS shall retain absolute discretion regarding the extent, content and format of any disclosure.Following receipt of the completed MI Report, CCS shall invoice the Supplier for the Management Charge payable for the Month to which the MI report relates.Paying the Management ChargeThe Management Charge excludes VAT which is payable on provision of a valid VAT invoice.The Supplier shall pay CCS the Management Charge (and other charges payable in accordance with this Schedule) in cleared funds within 30 days of receipt by the Supplier of an undisputed invoice to such bank or building society account set out in the invoice.What happens if the Management Charge is not paid?",108,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"6.1 Payment of undisputed and valid CCS invoices should be completed within thirty (30) days. CCS may take action on outstanding invoices by:6.1.1 issuing the supplier with reminders that an invoice payment is due and/or overdue;6.1.2 charging statutory interest and charges on overdue invoices, as per the Late Payment of Commercial Debts (Interest) Act 1998;6.1.3 suspending the supplier from the agreement until such time that overdue invoices are paid;",69,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"and/or6.1.4 terminating this contract.6.2 If an Audit reveals that the Supplier has not paid any amount equal to orgreater than:6.2.1 one percent (1%) of the Management Charge due in respect of any one Contract Year or of any Call-Off Contract then, without prejudice to CCS’s other rights under this Framework Contract, the Supplier shall reimburse CCS its reasonable costs incurred in relation to the Audit;",65,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"and6.1.2 five per cent (5%) of the Management Charge due in respect of any one Contract Year of this Framework Contract or of any Call-Off Contract then, without prejudice to CCS’s other rights under the Framework Contract, the supplier shall reimburse CCS its reasonable costs incurred in relation to the Audit and CCS shall be entitled to terminate this Framework Contract7.",61,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"What happens if the Management Information is wrong?7.1 If the Supplier or CCS identify error(s) and/or omission(s) in historic MI Report(s), the Supplier must provide corrected MI report(s) to CCS on or before the date when the next MI Report is due. Corrections may be either in the form of an addendum to the next MI submission, or a resubmission of existing historic returns, at the discretion of CCS.7.2 Following an MI Failure, CCS may issue reminders to the Supplier and require the Supplier to correctly complete the MI Report.",90,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
The Supplier shall rectify any deficient or incomplete MI Report as soon as possible and not more than five (5) Working Days following receipt of any such reminder.Meetings7.3 The Supplier agrees to attend meetings between the Parties in person to discuss the circumstances of any MI Failure(s) at the request of CCS.,52,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"If CCS requests such a meeting the Supplier shall propose and document measures as part of a Rectification Plan to ensure that the MI Failure(s) are corrected and do not occur in the future.Admin fees7.4 If, in any rolling three (3) Month period, two (2) or more MI Failures occur, the Supplier acknowledges and agrees that CCS shall have the right to invoice the Supplier Admin Fee(s) with respect to any MI Failures as they arise in subsequent Months.7.5 The Supplier acknowledges and agrees that the Admin Fees are a fair reflection of the additional costs incurred by CCS as a result of the Supplier failing to provide Management Information as required by this Contract.8.",115,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"What happens if Management Information Reports are not provided?8.1 If two (2) MI Reports are not provided in any rolling six (6) month period then an MI Default shall be deemed to have occurred and CCS shall be entitled to:8.1.1 charge and the Supplier shall pay a Default Management Charge in respect of the Months in which the MI Default occurred and subsequent Months in which they continue, calculated in accordance with Paragraph 8.2.1 and/or8.1.2 suspend the Supplier from the agreement until such time that deficient MI reports(s) are rectified;",90,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"and/or8.1.3 terminate this Contract.8.2 The Default Management Charge shall be the higher of:8.2.1 the average Management Charge paid or payable by the Supplier in the previous six (6) Month period or, if the MI Default occurred within less than six (6) months from the commencement date of the first Call-Off Contract, in the whole period preceding the date on which the MI Default occurred;",64,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"or8.2.2 the sum of five hundred pounds (£500).8.3 If the Supplier provides sufficient Management Information to rectify any MI Default(s) to the satisfaction of CCS and the Management Information demonstrates that:8.3.1 the Supplier has overpaid the Management Charge as a result of the application of the Default Management Charge then the Supplier shall be entitled to a refund of the overpayment, net of any Admin Fees where applicable;",68,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"or8.3.2 the Supplier has underpaid the Management Charge during the period when a Default Management Charge was applied, then CCS shall be entitled to immediate payment of the balance as a debt together with interest.Annex:",35,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
MI Reporting Template.The MI Collection team in Data Insights create MI Templates. A minimum standard template is embedded below.Contact:https://www.reportmi.crowncommercial.gov.uk/ 1,20,"Global Theme: Framework reporting and management charges directives for suppliers under CCS.

Key Topics:
1. Process and format for submitting Management Information (MI) Reports.
2. Reporting periods and guidelines for MI Report submission.
3. Procedures for handling errors or omissions in MI Reports.
4. Consequences of failing to submit or rectify MI Reports.
5. Payment terms for the Management Charge.
6. Actions on non-compliance regarding Management Charge payment.

Summary: The document titled ""RM6116 Framework Schedule 5 Management Charges and Information Vfinal"" details the requirements and procedures for suppliers to submit Management Information (MI) reports to the Crown Commercial Service (CCS) under the Network Services 3 framework. Suppliers must provide accurate and timely MI reports formatted according to the MI Reporting Template, which can be updated by CCS with a 30-day notice. The document outlines the penalties for non-submission, errors, or delays in MI reports, including default charges, suspension, or termination of the contract. Suppliers are also mandated to pay management charges within 30 days, and CCS has measures to enforce payment and correct MI failures, ensuring compliance and accurate reporting throughout the framework period.",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-5-management-charges-and-information-vfinal
"Framework Schedule 6 (Order Form Template and Call-Off Schedules)Order Form TemplateCALL-OFF REFERENCE: [Insert Buyer’s contract reference number]THE BUYER: [Insert Buyer’s name]BUYER ADDRESS [Insert business address]SUPPLIER REFERENCE [Insert Supplier’s reference number]THE SUPPLIER: [Insert name of Supplier]SUPPLIER ADDRESS: [Insert registered address (if registered)]REGISTRATION NUMBER: [Insert registration number (if registered)]DUNS NUMBER: [Insert if known]SID4GOV ID: [Insert if known][Buyer guidance: This Order Form, when completed and executed by both Parties, forms a Call-Off Contract.",70,"Global Theme: Structuring formal agreements for Network Services contracts.

Key Topics:
1. Order Form Template and Execution.
2. Call-Off Contract details including deliverables, special terms, and schedules.
3. Incorporation of Joint and Call-Off Schedules.
4. Buyer and Supplier roles and responsibilities.
5. Liability, expenses, and payment terms.
6. Management of progress reports and meetings.
7. Service credits and insurance requirements.

Summary: This document titled ""RM6116 Framework Schedule 6 Order Form Template and Call-Off Schedules vfinal1.1"" outlines the template and various schedules involved in forming a Call-Off Contract under the Network Services 3 framework (RM6116). It includes detailed instructions on how to complete, incorporate various terms and schedules, and execute the order form by both the buyer and the supplier. It highlights essential components such as the responsibilities of each party, the specific deliverables, pricing, timelines, insurance requirements, and additional forms necessary for the call-off contract. It ensures clarity in the contractual obligations, methodology for progress tracking, and compliance with social value commitments where applicable.
",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-6-Order-Form-Template-and-Call-Off-Schedules-vFinal1.1.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-6-order-form-template-and-call-off-schedules-vfinal1.1
"A Call-Off Contract can be completed and executed using an equivalent document or electronic purchase order system.If an electronic purchasing system is used instead of signing as a hard-copy, text below must be copied into the electronic order form starting from ‘APPLICABLE FRAMEWORK CONTRACT’ and up to, but not including, the Signature block.It is essential that if you, as the Buyer, add to or amend any aspect of any Call-Off Schedule, then you must send the updated Schedule with the Order Form to the Supplier.Retain the highlighted Bronze Contract wording below only if this is applicable to thisCall-Off Contract.]APPLICABLE FRAMEWORK CONTRACTThis Order Form is for the provision of the Call-Off Deliverables and dated [Insert date of issue].It’s issued under the",120,"Global Theme: Structuring formal agreements for Network Services contracts.

Key Topics:
1. Order Form Template and Execution.
2. Call-Off Contract details including deliverables, special terms, and schedules.
3. Incorporation of Joint and Call-Off Schedules.
4. Buyer and Supplier roles and responsibilities.
5. Liability, expenses, and payment terms.
6. Management of progress reports and meetings.
7. Service credits and insurance requirements.

Summary: This document titled ""RM6116 Framework Schedule 6 Order Form Template and Call-Off Schedules vfinal1.1"" outlines the template and various schedules involved in forming a Call-Off Contract under the Network Services 3 framework (RM6116). It includes detailed instructions on how to complete, incorporate various terms and schedules, and execute the order form by both the buyer and the supplier. It highlights essential components such as the responsibilities of each party, the specific deliverables, pricing, timelines, insurance requirements, and additional forms necessary for the call-off contract. It ensures clarity in the contractual obligations, methodology for progress tracking, and compliance with social value commitments where applicable.
",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-6-Order-Form-Template-and-Call-Off-Schedules-vFinal1.1.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-6-order-form-template-and-call-off-schedules-vfinal1.1
the provision of the Call-Off Deliverables and dated [Insert date of issue].It’s issued under the Framework Contract with the reference number RM6116 for the provision of Network Services.CALL-OFF LOT(S):[Insert the relevant lot numbers or insert Not applicable]CALL-OFF INCORPORATED TERMSThe following documents are incorporated into this Call-Off Contract.,47,"Global Theme: Structuring formal agreements for Network Services contracts.

Key Topics:
1. Order Form Template and Execution.
2. Call-Off Contract details including deliverables, special terms, and schedules.
3. Incorporation of Joint and Call-Off Schedules.
4. Buyer and Supplier roles and responsibilities.
5. Liability, expenses, and payment terms.
6. Management of progress reports and meetings.
7. Service credits and insurance requirements.

Summary: This document titled ""RM6116 Framework Schedule 6 Order Form Template and Call-Off Schedules vfinal1.1"" outlines the template and various schedules involved in forming a Call-Off Contract under the Network Services 3 framework (RM6116). It includes detailed instructions on how to complete, incorporate various terms and schedules, and execute the order form by both the buyer and the supplier. It highlights essential components such as the responsibilities of each party, the specific deliverables, pricing, timelines, insurance requirements, and additional forms necessary for the call-off contract. It ensures clarity in the contractual obligations, methodology for progress tracking, and compliance with social value commitments where applicable.
",details,RM6116,Network Services 3,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM6116\RM6116-Framework-Schedule-6-Order-Form-Template-and-Call-Off-Schedules-vFinal1.1.odt,https://www.crowncommercial.gov.uk/agreements/RM6116,Rm6116-framework-schedule-6-order-form-template-and-call-off-schedules-vfinal1.1
